phenotype	description	risk_category	your_risk	gene_tested	priority	type	category	sub_pri	intrinsic_factors	sign_and_symptoms	recomm_test	possible_outcome	do_action	do_not_action
Alzheimer's Disease	Penyakit Alzheimer adalah penyakit progresif yang menyebabkan sel-sel otak mengalami degenerasi dan kemudian mati. . Ini disebabkan karena kekurangan neurotransmiter yang penting untuk komunikasi antar sel-sel saraf. Hal ini mempengaruhi area utama otak yang berkaitan dengan memori, ucapan, penalaran, proses sensorik, dan pemikiran sadar. 	Low		"TOMM40; BIN1; TREM2; CR1; ABCA7; CD2AP; PGRN; MS4A6A; APOC1; NECTIN2; CLU"	28	Health	Neurological Disorders		"Faktor Intrinsik: 
1) Usia: lebih sering terjadi pada orang dewasa di atas usia 65 tahun 
2) Jenis kelamin: lebih sering terjadi pada perempuan 
3) Riwayat keluarga

Faktor Gaya Hidup: 
1) Obesitas 
2) Merokok Aktif/Pasif 
3) Kebiasaan makan yang tidak sehat 
4) Gaya hidup sedentary 
5) Pola tidur yang buruk

Kondisi Medis Terkait: 
1) Resistensi Insulin 
2) Dislipidemia 
3) Peradangan 
4) Sindrom Down 
5) Penyakit kardiovaskular
"	"1) Rentang Perhatian yang Dipendekkan
2) Kesulitan dalam mengenali keluarga dan teman
3) Gelisah
4) Halusinasi
5) Peningkatan kecemasan dan/atau agresi
6) Memori terganggu
7) Penurunan kemampuan penalaran, konsentrasi dan pengambilan keputusan 
8) Perubahan mood dan kepribadian"	"1) Pemeriksaan fisik dan neurologis oleh ahli saraf
2) Tes kemampuan mental menilai memori jangka pendek dan panjang, perhatian dan konsentrasi, kemampuan bahasa dan komunikasi, orientasi dan kemampuan visuospasial
3) Tingkat Tusukan Lumbar Tau dan Tau Fosforilasi di CSF
4) Pencitraan otakTau pencitraan PET, pencitraan PET Amyloid, MRI, CT-scan"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Alzheimer's Disease	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Alzheimer's Disease dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Alzheimer's Disease	Penyakit Alzheimer adalah penyakit progresif yang menyebabkan sel-sel otak mengalami degenerasi dan kemudian mati. . Ini disebabkan karena kekurangan neurotransmiter yang penting untuk komunikasi antar sel-sel saraf. Hal ini mempengaruhi area utama otak yang berkaitan dengan memori, ucapan, penalaran, proses sensorik, dan pemikiran sadar. 	High		"TOMM40; BIN1; TREM2; CR1; ABCA7; CD2AP; PGRN; MS4A6A; APOC1; NECTIN2; CLU"	28	Health	Neurological Disorders		"Faktor Intrinsik: 
1) Usia: lebih sering terjadi pada orang dewasa di atas usia 65 tahun 
2) Jenis kelamin: lebih sering terjadi pada perempuan 
3) Riwayat keluarga

Faktor Gaya Hidup: 
1) Obesitas 
2) Merokok Aktif/Pasif 
3) Kebiasaan makan yang tidak sehat 
4) Gaya hidup sedentary 
5) Pola tidur yang buruk

Kondisi Medis Terkait: 
1) Resistensi Insulin 
2) Dislipidemia 
3) Peradangan 
4) Sindrom Down 
5) Penyakit kardiovaskular
"	"1) Rentang Perhatian yang Dipendekkan
2) Kesulitan dalam mengenali keluarga dan teman
3) Gelisah
4) Halusinasi
5) Peningkatan kecemasan dan/atau agresi
6) Memori terganggu
7) Penurunan kemampuan penalaran, konsentrasi dan pengambilan keputusan 
8) Perubahan mood dan kepribadian"	"1) Pemeriksaan fisik dan neurologis oleh ahli saraf
2) Tes kemampuan mental menilai memori jangka pendek dan panjang, perhatian dan konsentrasi, kemampuan bahasa dan komunikasi, orientasi dan kemampuan visuospasial
3) Tingkat Tusukan Lumbar Tau dan Tau Fosforilasi di CSF
4) Pencitraan otakTau pencitraan PET, pencitraan PET Amyloid, MRI, CT-scan"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Alzheimer's Disease	"Lakukan olahraga teratur minimal 150 menit/minggu. Fokus pada latihan aerobik, latihan keseimbangan dan koordinasi (Yoga dan Tai Chi) setiap hari, selain 2-3 sesi latihan kekuatan per minggu.

Konsumsi makanan yang sehat dan seimbang (buah-buahan, sayur-sayuran yang kaya vitamin E, dan omega-3)

Melatih aktivitas mental yang melibatkan komunikasi, interaksi dan organisasi. Terus belajar sesuatu yang baru, berlatih menghafal, memecahkan kuis dan teka-teki.

Tidur cukup 6-8 jam sehari

Lakukan interaksi dan aktivitas sosial"	"Merokok

Konsumsi alkohol berlebihan

Konsumsi karbohirat, gula, dan karbohidrat olahan (tepung, nasi putih, pasta) secara berlebih

Mengkonsumsi makanan yang mengandung lemak trans seperti gorengan dan makanan cepat saji"
Multiple Sclerosis	Multiple sclerosis (MS) adalah penyakit yang berpotensi melumpuhkan otak dan sumsum tulang belakang. Pada MS, sistem kekebalan tubuh menyerang mielin yang menutupi serabut saraf sehingga menyebabkan kerusakan serabut tersebut. Individu dengan MS yang parah dapat kehilangan kemampuan untuk berjalan secara mandiri. Kombinasi faktor genetik dan lingkungan dapat menyebabkan MS.	Typical		"TNFRSF1A; AGAP2; CBLB; CYP27B1; HLA-DRA; IL2RA; IL7R"	29	Health	Neurological Disorders		"Faktor intrinsik:
1) Dimulai sebagian besar pada usia 20-an atau 30-an
2) Tipe Remisi kambuhan MS adalah tiga kali
lebih umum di perempuan
3) Risiko tertinggi di orang eropa utara
4) Riwayat keluarga
5) Iklim: lebih banyak umum di negara-negara
dengan iklim sedang

Faktor gaya hidup:
1) Merokok
2) Obesitas usia remaja

Kondisi medis terkait:
1) Infeksi oleh Epstein-Barr Virus
2) Kekurangan Vitamin D
3) Penyakit autoimun seperti Diabetes Tipe 1, Radang usus, Penyakit dan gangguan tiroid

"	"1) Kelelahan
2) Masalah penglihatan
3) Mati rasa dan kesemutan di lengan, kaki dan tungkai
4) Kejang otot dan masalah gaya berjalan
5) Pusing dan Vertigo
6) Sembelit
7) Disfungsi kandung kemih
8) Disfungsi Kognitif (masalah dalam berpikir, belajar dan perencanaan)
9) Masalah kesehatan mental
10) Disfungsi seksual"	"Tidak ada tes khusus untuk MS. Sebaliknya, diagnosis multiple sclerosis sering bergantung pada pemeriksaan fisik menyeluruh dan diagnosis perbandingan. Tes meliputi:
1) Diagnosis klinis berdasarkan kriteria diagnostik
2) Pemeriksaan neurologis
3) Pemindaian MRI
4) Elektroensefalografi
5) Tes potensi yang membangkitkan visual
6) Pungsi lumbal
7) Tes darah untuk menyingkirkan penyebab lain dari gejala terkait MS"	Secara genetik, kamu memiliki risiko umum untuk mengidap Multiple Sclerosis	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Multiple Sclerosis dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Multiple Sclerosis	Multiple sclerosis (MS) adalah penyakit yang berpotensi melumpuhkan otak dan sumsum tulang belakang. Pada MS, sistem kekebalan tubuh menyerang mielin yang menutupi serabut saraf sehingga menyebabkan kerusakan serabut tersebut. Individu dengan MS yang parah dapat kehilangan kemampuan untuk berjalan secara mandiri. Kombinasi faktor genetik dan lingkungan dapat menyebabkan MS.	Low		"TNFRSF1A; AGAP2; CBLB; CYP27B1; HLA-DRA; IL2RA; IL7R"	29	Health	Neurological Disorders		"Faktor intrinsik:
1) Dimulai sebagian besar pada usia 20-an atau 30-an
2) Tipe Remisi kambuhan MS adalah tiga kali
lebih umum di perempuan
3) Risiko tertinggi di orang eropa utara
4) Riwayat keluarga
5) Iklim: lebih banyak umum di negara-negara
dengan iklim sedang

Faktor gaya hidup:
1) Merokok
2) Obesitas usia remaja

Kondisi medis terkait:
1) Infeksi oleh Epstein-Barr Virus
2) Kekurangan Vitamin D
3) Penyakit autoimun seperti Diabetes Tipe 1, Radang usus, Penyakit dan gangguan tiroid

"	"1) Kelelahan
2) Masalah penglihatan
3) Mati rasa dan kesemutan di lengan, kaki dan tungkai
4) Kejang otot dan masalah gaya berjalan
5) Pusing dan Vertigo
6) Sembelit
7) Disfungsi kandung kemih
8) Disfungsi Kognitif (masalah dalam berpikir, belajar dan perencanaan)
9) Masalah kesehatan mental
10) Disfungsi seksual"	"Tidak ada tes khusus untuk MS. Sebaliknya, diagnosis multiple sclerosis sering bergantung pada pemeriksaan fisik menyeluruh dan diagnosis perbandingan. Tes meliputi:
1) Diagnosis klinis berdasarkan kriteria diagnostik
2) Pemeriksaan neurologis
3) Pemindaian MRI
4) Elektroensefalografi
5) Tes potensi yang membangkitkan visual
6) Pungsi lumbal
7) Tes darah untuk menyingkirkan penyebab lain dari gejala terkait MS"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Multiple Sclerosis	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Multiple Sclerosis dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Multiple Sclerosis	Multiple sclerosis (MS) adalah penyakit yang berpotensi melumpuhkan otak dan sumsum tulang belakang. Pada MS, sistem kekebalan tubuh menyerang mielin yang menutupi serabut saraf sehingga menyebabkan kerusakan serabut tersebut. Individu dengan MS yang parah dapat kehilangan kemampuan untuk berjalan secara mandiri. Kombinasi faktor genetik dan lingkungan dapat menyebabkan MS.	High		"TNFRSF1A; AGAP2; CBLB; CYP27B1; HLA-DRA; IL2RA; IL7R"	29	Health	Neurological Disorders		"Faktor intrinsik:
1) Dimulai sebagian besar pada usia 20-an atau 30-an
2) Tipe Remisi kambuhan MS adalah tiga kali
lebih umum di perempuan
3) Risiko tertinggi di orang eropa utara
4) Riwayat keluarga
5) Iklim: lebih banyak umum di negara-negara
dengan iklim sedang

Faktor gaya hidup:
1) Merokok
2) Obesitas usia remaja

Kondisi medis terkait:
1) Infeksi oleh Epstein-Barr Virus
2) Kekurangan Vitamin D
3) Penyakit autoimun seperti Diabetes Tipe 1, Radang usus, Penyakit dan gangguan tiroid

"	"1) Kelelahan
2) Masalah penglihatan
3) Mati rasa dan kesemutan di lengan, kaki dan tungkai
4) Kejang otot dan masalah gaya berjalan
5) Pusing dan Vertigo
6) Sembelit
7) Disfungsi kandung kemih
8) Disfungsi Kognitif (masalah dalam berpikir, belajar dan perencanaan)
9) Masalah kesehatan mental
10) Disfungsi seksual"	"Tidak ada tes khusus untuk MS. Sebaliknya, diagnosis multiple sclerosis sering bergantung pada pemeriksaan fisik menyeluruh dan diagnosis perbandingan. Tes meliputi:
1) Diagnosis klinis berdasarkan kriteria diagnostik
2) Pemeriksaan neurologis
3) Pemindaian MRI
4) Elektroensefalografi
5) Tes potensi yang membangkitkan visual
6) Pungsi lumbal
7) Tes darah untuk menyingkirkan penyebab lain dari gejala terkait MS"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Multiple Sclerosis	"Makan makanan bergizi seimbang dan sehat, terutama makanan kaya serat (buah dan sayuran)

Menjaga tingkat optimal Vitamin D dalam tubuh melalui paparan sinar matahari (30 menit setiap hari) atau melalui diet. 

Istirahat yang cukup dengan tidur setidaknya 6-8 jam setiap malam 

Berolahraga teratur. Berenang, berjalan, peregangan, aerobik berdampak rendah, bersepeda stasioner, yoga dan taichi bisa menjadi pilihan yang baik.

Konsultasikan kepada fisioterapis jika terdapat gejala AS

Hindari stress. Berlatih latihan menghilangkan stres dan meditasi."	"Makanan yang kaya akan lemak jenuh, karbohidrat sederhana, dan produk susu penuh lemak

Merokok

Paparan panas"
Migraine	Migrain adalah gangguan sakit kepala primer yang ditandai dengan episode berulang dari sakit kepala yang sedang sampai berat. Migrain adalah gangguan neurovaskular. Terdapat berbagai faktor pemicu seperti pola makan, stres, kadar hormon pada wanita, perubahan tidur, dan obat-obatan, yang dapat memicu episode migrain.	Typical		"LOC101927066, LOC105375655; PRDM16, LOC105378606; PHACTR1; ASTN2; MTHFR; STX1A, MIR4284"	30	Health	Neurological Disorders		"Faktor intrinsik:
1) Usia: puncak selama usia 30 tahun ketas
2) Jenis Kelamin: lebih umum pada wanita
3) Riwayat keluarga

Faktor gaya hidup:
1) Menjadi terlalu kurus atau kegemukan
2) Stres

Kondisi medis terkait:
1) Hipertensi
2) Kadar kolesterol tinggi
3) Penyakit Jantung
4) stroke
5) Gangguan Kecemasan dan depresi
6) Perubahan hormonal
7) Pembunuh rasa sakit digunakan untuk
sakit kepala

"	"1) Episode sakit kepala dengan atau tanpa aura dengan intensitas sedang sampai berat
2) Kekakuan leher
3) Mengidam makanan dan perubahan suasana hati
4) Mual dan muntah
5) Peningkatan kepekaan terhadap cahaya, suara dan terkadang sentuhan dan bau"	"1) Diagnosis klinis primer
2) MRI
3) CT-Scan
4) Direkomendasikan untuk berkonsultasi dengan Dokter/Ahli Saraf"	Secara genetik, kamu memiliki risiko umum untuk mengidap Migraine	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Migraine dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Migraine	Migrain adalah gangguan sakit kepala primer yang ditandai dengan episode berulang dari sakit kepala yang sedang sampai berat. Migrain adalah gangguan neurovaskular. Terdapat berbagai faktor pemicu seperti pola makan, stres, kadar hormon pada wanita, perubahan tidur, dan obat-obatan, yang dapat memicu episode migrain.	Low		"LOC101927066, LOC105375655; PRDM16, LOC105378606; PHACTR1; ASTN2; MTHFR; STX1A, MIR4284"	30	Health	Neurological Disorders		"Faktor intrinsik:
1) Usia: puncak selama usia 30 tahun ketas
2) Jenis Kelamin: lebih umum pada wanita
3) Riwayat keluarga

Faktor gaya hidup:
1) Menjadi terlalu kurus atau kegemukan
2) Stres

Kondisi medis terkait:
1) Hipertensi
2) Kadar kolesterol tinggi
3) Penyakit Jantung
4) stroke
5) Gangguan Kecemasan dan depresi
6) Perubahan hormonal
7) Pembunuh rasa sakit digunakan untuk
sakit kepala

"	"1) Episode sakit kepala dengan atau tanpa aura dengan intensitas sedang sampai berat
2) Kekakuan leher
3) Mengidam makanan dan perubahan suasana hati
4) Mual dan muntah
5) Peningkatan kepekaan terhadap cahaya, suara dan terkadang sentuhan dan bau"	"1) Diagnosis klinis primer
2) MRI
3) CT-Scan
4) Direkomendasikan untuk berkonsultasi dengan Dokter/Ahli Saraf"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Migraine	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Migraine dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Migraine	Migrain adalah gangguan sakit kepala primer yang ditandai dengan episode berulang dari sakit kepala yang sedang sampai berat. Migrain adalah gangguan neurovaskular. Terdapat berbagai faktor pemicu seperti pola makan, stres, kadar hormon pada wanita, perubahan tidur, dan obat-obatan, yang dapat memicu episode migrain.	High		"LOC101927066, LOC105375655; PRDM16, LOC105378606; PHACTR1; ASTN2; MTHFR; STX1A, MIR4284"	30	Health	Neurological Disorders		"Faktor intrinsik:
1) Usia: puncak selama usia 30 tahun ketas
2) Jenis Kelamin: lebih umum pada wanita
3) Riwayat keluarga

Faktor gaya hidup:
1) Menjadi terlalu kurus atau kegemukan
2) Stres

Kondisi medis terkait:
1) Hipertensi
2) Kadar kolesterol tinggi
3) Penyakit Jantung
4) stroke
5) Gangguan Kecemasan dan depresi
6) Perubahan hormonal
7) Pembunuh rasa sakit digunakan untuk
sakit kepala

"	"1) Episode sakit kepala dengan atau tanpa aura dengan intensitas sedang sampai berat
2) Kekakuan leher
3) Mengidam makanan dan perubahan suasana hati
4) Mual dan muntah
5) Peningkatan kepekaan terhadap cahaya, suara dan terkadang sentuhan dan bau"	"1) Diagnosis klinis primer
2) MRI
3) CT-Scan
4) Direkomendasikan untuk berkonsultasi dengan Dokter/Ahli Saraf"	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Migraine	"Ketahui pemicu migrain dengan menyimpan buku catatan untuk mencatat insiden selama atau sebelum episode migrain

Mengelola stress dengan metode relaksasi

Berolahraga aerobik, peregangan, dan yoga secara teratur. 

Konsumsi makanan mengandung magnesium dan B2

Minum air secara teratur untuk menghindari dehidrasi

Mengkonsumsi suplemen koenzim Q."	"Mengkonsumsi makanan berlemak berlebihan (>20g).

Konsumsi makanan olahan (kaya karbohidrat olahan) berlebih

Siklus tidur yang tidak teratur.

Makanan yang mengandung tiramin (makanan fermentasi, tua, dan bukan segar)"
Parkinson's Disease	Penyakit Parkinson (PD) adalah gangguan progresif yang disebabkan oleh degenerasi sel saraf di bagian otak disebut substansia nigra, yang mengontrol gerakan. Sel-sel saraf ini mati atau kehilangan fungsi, kehilangan kemampuan untuk menghasilkan dopamin. Hal ini menyebabkan ketidakseimbangan pergerakan tubuh seperti kesulitan dalam berjalan dan berbicara.	Typical		"SNCA; GAK; LRRK2; LOC105377329; BST1; DGKQ; GBA"	31	Health	Neurological Disorders		"Faktor intrinsik:
1) Usia: lebih umum setelah 60 tahun
2) Jenis Kelamin: laki-laki berada dalam
risiko lebih tinggi daripada wanita
3) Etnisitas: Orang kulit putih
lebih mungkin untuk memiliki
Parkinson daripada Afrika Amerika atau Asia
4) Riwayat keluarga

Faktor gaya hidup:
Paparan jangka panjang terhadap racun tertentu seperti pestisida dan herbisida, pelarut dan polutan lainnya

Kondisi medis terkait:
1) Penyakit Reumatik autoimun
2) Gangguan tidur REM
3) Cedera kepala

"	"1) Tremor Istirahat
2) Gerakan lambat
3) Kekakuan otot
4) Masalah dalam keseimbangan dan koordinasi
5) Postur tubuh yang terganggu
6) Perubahan ucapan
7) Kehilangan indra penciuman
8) Memperbaiki ekspresi wajah
9) Perubahan dalam tulisan
10) Masalah tidur"	"Tidak ada tes khusus untuk mendiagnosis Parkinson. Diagnosis Klinis dibuat berdasarkan riwayat kesehatan, pemeriksaan fisik dan neurologis, serta tinjauan tanda dan gejala.

tes seperti CAT scan atau MRI, dapat digunakan untuk menyingkirkan kondisi lain. Pemindaian dopamin transporter (DAT) juga dapat digunakan."	Secara genetik, kamu memiliki risiko umum untuk mengidap Parkinson's Disease	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Parkinson's Disease dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Parkinson's Disease	Penyakit Parkinson (PD) adalah gangguan progresif yang disebabkan oleh degenerasi sel saraf di bagian otak disebut substansia nigra, yang mengontrol gerakan. Sel-sel saraf ini mati atau kehilangan fungsi, kehilangan kemampuan untuk menghasilkan dopamin. Hal ini menyebabkan ketidakseimbangan pergerakan tubuh seperti kesulitan dalam berjalan dan berbicara.	Low		"SNCA; GAK; LRRK2; LOC105377329; BST1; DGKQ; GBA"	31	Health	Neurological Disorders		"Faktor intrinsik:
1) Usia: lebih umum setelah 60 tahun
2) Jenis Kelamin: laki-laki berada dalam
risiko lebih tinggi daripada wanita
3) Etnisitas: Orang kulit putih
lebih mungkin untuk memiliki
Parkinson daripada Afrika Amerika atau Asia
4) Riwayat keluarga

Faktor gaya hidup:
Paparan jangka panjang terhadap racun tertentu seperti pestisida dan herbisida, pelarut dan polutan lainnya

Kondisi medis terkait:
1) Penyakit Reumatik autoimun
2) Gangguan tidur REM
3) Cedera kepala

"	"1) Tremor Istirahat
2) Gerakan lambat
3) Kekakuan otot
4) Masalah dalam keseimbangan dan koordinasi
5) Postur tubuh yang terganggu
6) Perubahan ucapan
7) Kehilangan indra penciuman
8) Memperbaiki ekspresi wajah
9) Perubahan dalam tulisan
10) Masalah tidur"	"Tidak ada tes khusus untuk mendiagnosis Parkinson. Diagnosis Klinis dibuat berdasarkan riwayat kesehatan, pemeriksaan fisik dan neurologis, serta tinjauan tanda dan gejala.

tes seperti CAT scan atau MRI, dapat digunakan untuk menyingkirkan kondisi lain. Pemindaian dopamin transporter (DAT) juga dapat digunakan."	Secara genetik, kamu memiliki risiko rendah untuk mengidap Parkinson's Disease	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Parkinson's Disease dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Parkinson's Disease	Penyakit Parkinson (PD) adalah gangguan progresif yang disebabkan oleh degenerasi sel saraf di bagian otak disebut substansia nigra, yang mengontrol gerakan. Sel-sel saraf ini mati atau kehilangan fungsi, kehilangan kemampuan untuk menghasilkan dopamin. Hal ini menyebabkan ketidakseimbangan pergerakan tubuh seperti kesulitan dalam berjalan dan berbicara.	High		"SNCA; GAK; LRRK2; LOC105377329; BST1; DGKQ; GBA"	31	Health	Neurological Disorders		"Faktor intrinsik:
1) Usia: lebih umum setelah 60 tahun
2) Jenis Kelamin: laki-laki berada dalam
risiko lebih tinggi daripada wanita
3) Etnisitas: Orang kulit putih
lebih mungkin untuk memiliki
Parkinson daripada Afrika Amerika atau Asia
4) Riwayat keluarga

Faktor gaya hidup:
Paparan jangka panjang terhadap racun tertentu seperti pestisida dan herbisida, pelarut dan polutan lainnya

Kondisi medis terkait:
1) Penyakit Reumatik autoimun
2) Gangguan tidur REM
3) Cedera kepala

"	"1) Tremor Istirahat
2) Gerakan lambat
3) Kekakuan otot
4) Masalah dalam keseimbangan dan koordinasi
5) Postur tubuh yang terganggu
6) Perubahan ucapan
7) Kehilangan indra penciuman
8) Memperbaiki ekspresi wajah
9) Perubahan dalam tulisan
10) Masalah tidur"	"Tidak ada tes khusus untuk mendiagnosis Parkinson. Diagnosis Klinis dibuat berdasarkan riwayat kesehatan, pemeriksaan fisik dan neurologis, serta tinjauan tanda dan gejala.

tes seperti CAT scan atau MRI, dapat digunakan untuk menyingkirkan kondisi lain. Pemindaian dopamin transporter (DAT) juga dapat digunakan."	Secara genetik, kamu memiliki risiko tinggi untuk mengidap Parkinson's Disease	"Konsumsi makanan yang kaya omega-3 dan antioksidan lainnya (buah-buahan, sayuran)

Konsumsi makanan yang mengandung karotenoid

Konsumsi moderat kafein dan teh hijau

Lakukan olahraga  aerobik secara teratur

Tai chi untuk meningkatkan keseimbangan"	"konsumsi berlebihan produk susu (terutama lemak tinggi)

Paparan polutan dan racun seperti pestisida dan herbisida."
Chronic Obstructive Pulmonary Disease (COPD)	Penyakit Paru Obstruktif Kronik (PPOK) adalah penyakit radang paru-paru kronis yang menyebabkan aliran udara terhambat dari paru-paru. Penyebab utama PPOK adalah merokok, Dengan diagnosis tepat waktu dan manajemen yang tepat, sebagian besar orang dengan PPOK dapat mencapai kontrol gejala dan kualitas hidup yang baik.	Typical		"SFTPD; HYKK; CHRNA5; AGER; RAB4B, MIA-RAB4B, RAB4B-EGLN2; TNF; CHRNA3"	32	Health	Respiratory Conditions		"Faktor intrinsik:
1) Usia: Kebanyakan orang mulai merasakan gejala minimal 40 tahun
2) Riwayat keluarga

Faktor gaya hidup:
1) Merokok Aktif/Pasif
2) Paparan pekerjaan
untuk debu dan bahan kimia seperti amonia, asbes, dll.
3) Paparan asap dari pembakaran bahan bakar, debu, semprotan, pembersih, dll.

Kondisi medis terkait:
1) Asma dalam kombinasi dengan merokok
2) Penyakit jantung
3) Osteoporosis dan radang sendi

"	"1) Peningkatan sesak napas/ Sesak napas
2) Menjadi kurus dengan dada barel, penurunan berat badan yang tidak diinginkan (pada tahap selanjutnya)
3) Mengi
4) Sesak di dada
5) Batuk kronis
6) Infeksi saluran pernapasan yang sering terjadi
7) Pembengkakan di pergelangan kaki, kaki atau paru-paru
8) Sianosis (kebiruan pada bibir dan kuku)"	"1) Tes Fungsi Paru: Spirometri adalah yang paling umum
2) Rontgen dada: untuk memeriksa emfisema dan untuk menyingkirkan gangguan paru-paru lainnya
3) CT-Scan: untuk memeriksa emfisema dan untuk memeriksa apakah pembedahan akan membantu untuk COPD
4) Analisis gas darah arteri
5) Tes genetik untuk defisiensi alfa-1-antitripsin"	Secara genetik, kamu memiliki risiko umum untuk mengidap Chronic Obstructive Pulmonary Disease (COPD)	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Chronic Obstructive Pulmonary Disease (COPD) dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
Chronic Obstructive Pulmonary Disease (COPD)	Penyakit Paru Obstruktif Kronik (PPOK) adalah penyakit radang paru-paru kronis yang menyebabkan aliran udara terhambat dari paru-paru. Penyebab utama PPOK adalah merokok, Dengan diagnosis tepat waktu dan manajemen yang tepat, sebagian besar orang dengan PPOK dapat mencapai kontrol gejala dan kualitas hidup yang baik.	Low		"SFTPD; HYKK; CHRNA5; AGER; RAB4B, MIA-RAB4B, RAB4B-EGLN2; TNF; CHRNA3"	32	Health	Respiratory Conditions		"Faktor intrinsik:
1) Usia: Kebanyakan orang mulai merasakan gejala minimal 40 tahun
2) Riwayat keluarga

Faktor gaya hidup:
1) Merokok Aktif/Pasif
2) Paparan pekerjaan
untuk debu dan bahan kimia seperti amonia, asbes, dll.
3) Paparan asap dari pembakaran bahan bakar, debu, semprotan, pembersih, dll.

Kondisi medis terkait:
1) Asma dalam kombinasi dengan merokok
2) Penyakit jantung
3) Osteoporosis dan radang sendi

"	"1) Peningkatan sesak napas/ Sesak napas
2) Menjadi kurus dengan dada barel, penurunan berat badan yang tidak diinginkan (pada tahap selanjutnya)
3) Mengi
4) Sesak di dada
5) Batuk kronis
6) Infeksi saluran pernapasan yang sering terjadi
7) Pembengkakan di pergelangan kaki, kaki atau paru-paru
8) Sianosis (kebiruan pada bibir dan kuku)"	"1) Tes Fungsi Paru: Spirometri adalah yang paling umum
2) Rontgen dada: untuk memeriksa emfisema dan untuk menyingkirkan gangguan paru-paru lainnya
3) CT-Scan: untuk memeriksa emfisema dan untuk memeriksa apakah pembedahan akan membantu untuk COPD
4) Analisis gas darah arteri
5) Tes genetik untuk defisiensi alfa-1-antitripsin"	Secara genetik, kamu memiliki risiko rendah untuk mengidap Chronic Obstructive Pulmonary Disease (COPD)	"1) Mengikuti diet seimbang dan berolahraga secara teratur untuk menjaga kesehatan yang optimal.
2) Waspadai tanda dan gejala Chronic Obstructive Pulmonary Disease (COPD) dan segera konsultasikan ke dokter jika Anda mengalami salah satu gejala tersebut."	NA
